Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,Year
1603,LEGO Star Wars II: The Original Trilogy,Action,E10,PSP,LucasArts,Traveller's Tales,8.4,,1.41,1.41,2006.0
1604,Metroid Prime 3: Corruption,Shooter,T,Wii,Nintendo,Retro Studios,9.0,9.4,1.41,,2007.0
1605,Style Savvy: Fashion Forward,Simulation,E,3DS,Nintendo,syn Sophia,6.5,,1.41,,2016.0
1607,LEGO Indiana Jones 2: The Adventure Continues,Adventure,E10,Wii,LucasArts,Traveller's Tales,7.5,,1.41,1.41,2009.0
1608,Ridge Racer,Racing,E,PSP,Namco,Namco,8.8,,1.41,1.41,2005.0
1612,Fight Night Round 4,Fighting,T,X360,EA Sports,EA Canada,8.7,,1.4,1.4,2009.0
1614,Dead Space,Shooter,M,X360,Electronic Arts,EA Redwood Shores,8.9,,1.4,1.4,2008.0
1619,Bravely Default: Flying Fairy,Role-Playing,T,3DS,Nintendo,Square Enix,8.2,,1.4,,2014.0
1623,Pokemon Rumble Blast,Action,E10,3DS,Nintendo,Ambrella,5.3,,1.4,,2011.0
1635,Sonic Generations,Platform,E,X360,Sega,Sonic Team,7.7,,1.39,1.39,2011.0
1636,Ace Combat 6: Fires of Liberation,Simulation,T,X360,Namco Bandai,Namco Bandai Games,8.1,,1.39,,2007.0
1642,Bakugan: Battle Brawlers,Action,E,DS,Activision,MTO,6.4,,1.38,1.38,2009.0
1643,Far Cry 2,Shooter,M,PS3,Ubisoft,Ubisoft Montreal,8.4,,1.38,1.38,2008.0
1645,Deus Ex: Human Revolution,Shooter,M,X360,Square Enix,Eidos Montreal,8.8,,1.38,1.38,2011.0
1646,The Sims 2,Simulation,T,PSP,Electronic Arts,Maxis,6.2,,1.38,1.38,2005.0
1647,Rocket League,Sports,E,XOne,505 Games,Psyonix Studios,8.0,,1.38,1.38,2016.0
1648,Deus Ex: Human Revolution,Shooter,M,PS3,Square Enix,Eidos Montreal,8.8,,1.38,1.38,2011.0
1657,Call of Duty: Black Ops,Shooter,M,Wii,Activision,Treyarch,7.5,,1.37,1.37,2010.0
1658,Crysis 2,Shooter,M,X360,Electronic Arts,Crytek,8.7,,1.37,1.37,2011.0
1660,Dead Rising 2,Action,M,PS3,Capcom,Blue Castle Games,8.1,,1.37,1.37,2010.0
1665,Pokemon Mystery Dungeon: Gates to Infinity,Role-Playing,E,3DS,Nintendo,Spike Chunsoft,5.9,,1.37,,2013.0
1671,Need for Speed: The Run,Racing,T,X360,Electronic Arts,EA Black Box,5.5,,1.37,1.37,2011.0
1672,LEGO Harry Potter: Years 1-4,Adventure,E10,PS3,Warner Bros. Interactive,Traveller's Tales,7.9,,1.37,1.37,2010.0
1673,GoldenEye 007,Shooter,T,Wii,Activision,Eurocom Entertainment Software,8.0,,1.36,1.36,2010.0
1676,Wolfenstein II: The New Colossus,Shooter,M,PS4,Bethesda Softworks,MachineGames,9.0,,1.36,1.36,2017.0
1680,Gardening Mama,Puzzle,E,DS,Majesco,Taito Corporation,6.6,,1.36,1.36,2009.0
1683,Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,T,PS3,Capcom,Capcom,8.2,,1.36,1.36,2011.0
1685,Metroid: Other M,Action,T,Wii,Nintendo,Nintendo SPD Production Group 1/Team Ninja,7.7,,1.36,1.36,2010.0
1686,Hasbro Family Game Night 2,Misc,E,Wii,Electronic Arts,EA Bright Light,6.4,,1.36,1.36,2009.0
1691,Burnout Paradise,Racing,E10,X360,Electronic Arts,Criterion,8.9,,1.35,1.35,2008.0
1693,Captain Toad: Treasure Tracker,Puzzle,E,WiiU,Nintendo,Nintendo EAD Tokyo,7.7,,1.35,,2014.0
1698,FIFA Soccer 08,Sports,E,PSP,EA Sports,EA Canada,7.9,,1.35,1.35,2007.0
1700,FIFA Soccer 09,Sports,E,PSP,EA Sports,EA Canada,8.1,,1.35,1.35,2008.0
1705,Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,PS3,Ubisoft,Ubisoft Montreal,8.2,,1.34,1.34,2008.0
1706,Devil May Cry 4,Action,M,X360,Capcom,Capcom,8.5,,1.34,1.34,2008.0
1707,F1 2010,Racing,E,PS3,Codemasters,Codemasters Birmingham,8.0,,1.34,1.34,2010.0
1710,The ICO & Shadow of the Colossus Collection,Adventure,T,PS3,Sony Computer Entertainment,Bluepoint Games,9.0,,1.34,1.34,2011.0
1713,Battlefield: Bad Company,Shooter,T,PS3,Electronic Arts,EA Digital Illusions CE,8.6,,1.34,1.34,2008.0
1719,Crysis 2,Shooter,M,PS3,Electronic Arts,Crytek,8.8,,1.33,1.33,2011.0
1721,Alan Wake,Action,T,X360,Microsoft Game Studios,Remedy Entertainment,8.3,,1.33,1.33,2010.0
1723,Kid Icarus: Uprising,Action,E10,3DS,Nintendo,Project Sora,8.0,,1.33,,2012.0
1732,Grand Theft Auto: Chinatown Wars,Adventure,M,DS,Rockstar Games,Rockstar Leeds/North,9.5,9.6,1.33,1.33,2009.0
1733,WWE SmackDown vs Raw 2008,Fighting,T,PS3,THQ,Yuke's Media Creations,7.3,,1.33,1.33,2007.0
1735,UFC Undisputed 2010,Fighting,T,X360,THQ,Yuke's Future Media Creators,8.6,,1.32,1.32,2010.0
1736,Fallout 76,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Game Studios,5.1,,1.32,1.32,2018.0
1737,Need for Speed Underground Rivals,Racing,E,PSP,Electronic Arts,Team Fusion,7.6,,1.32,1.32,2005.0
1741,MAG: Massive Action Game,Shooter,T,PS3,Sony Computer Entertainment,Zipper Interactive,7.4,9.5,1.32,1.32,2010.0
1747,Rage,Shooter,M,PS3,Bethesda Softworks,id Software,7.9,,1.32,1.32,2011.0
1756,LEGO Batman: The Videogame,Adventure,E10,PS3,Warner Bros. Interactive,Traveller's Tales,7.2,,1.31,1.31,2008.0
1758,[Prototype],Action,M,X360,Activision,Radical Entertainment,7.9,,1.31,1.31,2009.0
1760,The Beatles: Rock Band,Misc,T,X360,MTV Games,Harmonix Music Systems,8.9,,1.31,1.31,2009.0
1768,LEGO Batman: The Videogame,Adventure,E10,PSP,Warner Bros. Interactive,Traveller's Tales,7.9,,1.3,1.3,2008.0
1773,Kingdom Hearts 3D: Dream Drop Distance,Role-Playing,E10,3DS,Square Enix,Square Enix,7.5,,1.3,,2012.0
1774,Monster Hunter Freedom,Role-Playing,T,PSP,Capcom,Capcom,7.0,,1.3,,2006.0
1775,Resident Evil: The Umbrella Chronicles,Shooter,M,Wii,Capcom,Cavia Inc.,7.5,8.0,1.3,,2007.0
1778,Super Street Fighter IV: 3D Edition,Fighting,T,3DS,Capcom,Capcom,8.5,,1.3,,2011.0
1786,The Last Guardian,Action-Adventure,T,PS4,Sony Interactive Entertainment,SIE Japan Studio,7.9,,1.29,1.29,2016.0
1804,Need for Speed Carbon,Racing,E10,Wii,Electronic Arts,EA Black Box,6.4,,1.28,1.28,2006.0
1818,NBA 2K9,Sports,E,X360,2K Sports,Visual Concepts,8.3,,1.27,1.27,2008.0
1819,WWE '12,Fighting,T,X360,THQ,"Yuke's Co., Ltd.",7.5,,1.27,1.27,2011.0
1827,EA Sports Active 2,Sports,E,Wii,Electronic Arts,EA Vancouver,8.0,,1.27,1.27,2010.0
1832,Rockstar Games presents Table Tennis,Sports,E,Wii,Rockstar Games,Rockstar San Diego,6.8,,1.26,1.26,2007.0
1835,Hyrule Warriors,Misc,T,WiiU,Nintendo,Omega Force,7.4,,1.26,1.26,2014.0
1838,Tomb Raider: Underworld,Adventure,T,PS3,Eidos Interactive,Crystal Dynamics,7.8,,1.26,1.26,2008.0
1841,SOCOM: U.S. Navy SEALs Confrontation,Shooter,M,PS3,Sony Computer Entertainment,Slant Six Games,6.3,,1.26,1.26,2008.0
1844,Assassin's Creed: Bloodlines,Action,M,PSP,Ubisoft,Griptonite Studio,6.3,,1.26,1.26,2009.0
1849,Dark Souls,Role-Playing,M,X360,Namco Bandai,From Software,9.1,,1.25,,2011.0
1850,Dead or Alive 4,Fighting,M,X360,Tecmo,Team Ninja,8.6,,1.25,,2005.0
1853,Pikmin 3,Strategy,E10,WiiU,Nintendo,Nintendo EAD,8.7,,1.25,,2013.0
1857,Need for Speed: Most Wanted,Racing,T,X360,Electronic Arts,Electronic Arts,8.4,,1.25,1.25,2005.0
1862,Ratatouille,Platform,E,DS,THQ,Helixe,7.0,,1.25,1.25,2007.0
1865,Cars 2,Racing,E,DS,Disney Interactive Studios,Avalanche Software,6.5,,1.25,1.25,2011.0
1877,[Prototype],Action,M,PS3,Activision,Radical Entertainment,8.1,,1.24,1.24,2009.0
1880,Need for Speed Carbon,Racing,E10,PS3,Electronic Arts,EA Black Box,7.8,,1.24,1.24,2006.0
1887,2010 FIFA World Cup South Africa,Sports,E,PS3,EA Sports,EA Canada,8.2,,1.23,1.23,2010.0
1893,The Legend of Zelda: Tri Force Heroes,Adventure,E,3DS,Nintendo,GREZZO,7.4,,1.23,,2015.0
1896,Star Wars Battlefront II,Shooter,T,PSP,LucasArts,Savage Entertainment,6.9,,1.22,1.22,2005.0
1900,Kirby: Mass Attack,Platform,E,DS,Nintendo,HAL Laboratory,8.4,,1.22,,2011.0
1916,Bayonetta,Action,M,PS3,Sega,PlatinumGames,8.6,7.2,1.21,1.21,2010.0
1920,Super Monkey Ball: Banana Blitz,Misc,E,Wii,Sega,Sega,7.3,,1.21,,2006.0
1923,FIFA 07 Soccer,Sports,E,PSP,EA Sports,EA Canada,8.0,,1.21,1.21,2006.0
1925,Boom Blox,Puzzle,E,Wii,Electronic Arts,EA Los Angeles,8.6,,1.21,1.21,2008.0
1926,Cars,Racing,E,PSP,THQ,Locomotive Games,7.4,,1.21,1.21,2006.0
1927,FIFA Soccer 11,Sports,E,PSP,EA Sports,HB Studios,7.0,,1.21,1.21,2010.0
1930,World Soccer Winning Eleven 9 (JP & Others sales),Sports,E,PSP,Konami,Konami Computer Entertainment Tokyo,8.0,,1.2,1.2,2006.0
1933,F1 2011,Racing,E,PS3,Codemasters,Codemasters Birmingham,8.4,,1.2,1.2,2011.0
1934,Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,PS4,Konami Digital Entertainment,Kojima Productions,7.6,,1.2,1.2,2014.0
1942,Final Fantasy IV,Role-Playing,E10,DS,Square Enix,Matrix Software,8.5,9.0,1.2,,2008.0
1951,Sonic and the Black Knight,Platform,E10,Wii,Sega,Sonic Team,4.8,8.5,1.2,,2009.0
1954,WWE 2K14,Fighting,T,PS3,2K Sports,Yuke's,7.6,,1.2,1.2,2013.0
1958,Shadow of the Colossus,Action-Adventure,T,PS4,Sony Interactive Entertainment,Bluepoint Games,9.3,,1.2,1.2,2018.0
1959,God of War: Ghost of Sparta,Action,M,PSP,Sony Computer Entertainment,Ready at Dawn,8.3,,1.2,,2010.0
1961,Mario & Sonic at the London 2012 Olympic Games,Sports,E,3DS,Sega,Sega,6.5,,1.19,1.19,2012.0
1966,Metal Gear Solid: Portable Ops,Action,M,PSP,Konami,Kojima Productions,8.7,,1.19,1.19,2006.0
1971,WWE SmackDown vs Raw 2008,Fighting,T,PSP,THQ,Yuke's Media Creations,7.3,,1.19,1.19,2007.0
1978,LEGO Indiana Jones: The Original Adventures,Adventure,E10,PSP,LucasArts,Traveller's Tales,7.6,,1.18,1.18,2008.0
1981,LEGO Star Wars III: The Clone Wars,Action,E10,PS3,LucasArts,Traveller's Tales,8.0,,1.18,1.18,2011.0
1985,Mystery Case Files: MillionHeir,Adventure,E,DS,Nintendo,Big Fish Games,7.4,,1.18,,2008.0
1992,Red Dead Redemption: Undead Nightmare,Action,M,PS3,Rockstar Games,Rockstar San Diego,10.0,,1.18,1.18,2010.0
1993,WWE '12,Fighting,T,PS3,THQ,"Yuke's Co., Ltd.",9.0,,1.18,1.18,2011.0
2000,WWE SmackDown vs. Raw 2010,Fighting,T,PS3,THQ,JAKKS Pacific,8.1,,1.17,1.17,2009.0
2002,Army of Two,Shooter,M,PS3,Electronic Arts,EA Montreal,7.4,6.9,1.17,1.17,2008.0
2006,Sunset Overdrive,Action,M,XOne,Microsoft Studios,Insomniac Games,8.0,,1.16,1.16,2014.0
2013,Mirror's Edge,Platform,T,X360,Electronic Arts,EA Digital Illusions CE,7.6,,1.16,1.16,2008.0
2018,Pokken Tournament DX,Fighting,E10,NS,Nintendo,Namco Bandai Games,8.0,,1.16,,2017.0
2023,Medal of Honor Heroes 2,Shooter,T,PSP,Electronic Arts,Team Fusion,6.6,,1.16,1.16,2007.0
2025,FIFA Soccer 10,Sports,E,PSP,EA Sports,EA Canada,7.9,,1.16,1.16,2009.0
2026,Sniper: Ghost Warrior,Shooter,M,X360,City Interactive,City Interactive,4.3,,1.16,1.16,2010.0
2028,EA Sports Active: More Workouts,Sports,E,Wii,EA Sports,EA Vancouver,7.9,,1.16,1.16,2009.0
2030,The Elder Scrolls V: Skyrim,Role-Playing,M,NS,Bethesda Softworks,Bethesda Softworks,8.6,9.1,1.15,1.15,2017.0
2035,Dragon Quest VIII: Journey of the Cursed King,Role-Playing,T,3DS,Nintendo,Level 5 / Armor Project,8.8,,1.15,1.15,2017.0
2036,Ratchet & Clank: All 4 One,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,7.5,,1.15,1.15,2011.0
2040,Ninja Gaiden II,Action,M,X360,Microsoft,Team Ninja,8.2,,1.15,,2008.0
2043,Tekken 6,Fighting,T,PSP,Namco Bandai,Namco Bandai Games,8.2,,1.15,,2009.0
2051,Super Street Fighter IV,Fighting,T,PS3,Capcom,Capcom / Dimps Corporation,9.3,,1.15,,2010.0
2053,007: Quantum of Solace,Shooter,T,PS3,Activision,Treyarch,6.6,,1.14,1.14,2008.0
2054,LEGO Star Wars III: The Clone Wars,Action,E10,3DS,LucasArts,Traveller's Tales,6.7,,1.14,1.14,2011.0
2060,Mortal Kombat,Fighting,M,X360,Warner Bros. Interactive,NetherRealm Studios,8.3,,1.14,1.14,2011.0
2061,Hot Shots Golf: Out of Bounds,Sports,E,PS3,Sony Computer Entertainment,Clap Hanz,8.3,,1.14,1.14,2008.0
2064,LEGO City Undercover,Action,E10,WiiU,Nintendo,TT Fusion,7.5,,1.14,,2013.0
2066,Punch-Out!!,Fighting,E10,Wii,Nintendo,Next Level Games,8.7,,1.14,,2009.0
2079,NCAA Football 14,Sports,E,X360,EA Sports,EA Tiburon,7.6,,1.13,1.13,2013.0
2082,Mirror's Edge,Platform,T,PS3,Electronic Arts,EA Digital Illusions CE,7.7,8.2,1.13,1.13,2008.0
2083,Rocksmith,Misc,T,X360,Ubisoft,Ubisoft,8.0,,1.13,1.13,2011.0
2084,Plants vs Zombies: Garden Warfare,Shooter,E10,X360,Electronic Arts,PopCap Games,8.0,,1.13,1.13,2014.0
2090,Guitar Hero 5,Misc,T,X360,Activision,Neversoft Entertainment,9.0,,1.13,1.13,2009.0
2091,Rocksmith,Misc,T,PS3,Ubisoft,Ubisoft,8.0,,1.13,1.13,2011.0
2093,Fight Night Champion,Fighting,M,PS3,EA Sports,EA Canada,8.4,,1.13,1.13,2011.0
2096,ModNation Racers,Racing,E,PS3,Sony Computer Entertainment,United Front Games,8.1,,1.13,1.13,2010.0
2097,Rabbids Go Home,Adventure,E10,Wii,Ubisoft,Ubisoft Montpellier,8.0,,1.13,1.13,2009.0
2099,SOCOM: U.S. Navy SEALs Fireteam Bravo,Shooter,M,PSP,Sony Computer Entertainment,Zipper Interactive,7.9,,1.12,1.12,2005.0
2110,WWE 2K14,Fighting,T,X360,2K Sports,Yuke's,7.6,,1.12,1.12,2013.0
2111,The Beatles: Rock Band,Misc,T,PS3,MTV Games,Harmonix Music Systems,8.7,,1.12,1.12,2009.0
2114,Dragon Age II,Role-Playing,M,X360,Electronic Arts,BioWare Corp.,8.0,,1.12,1.12,2011.0
2117,Crackdown 2,Shooter,M,X360,Microsoft Game Studios,Ruffian Games,7.5,,1.12,1.12,2010.0
2118,Crash Bandicoot N. Sane Trilogy,Platform,E10,NS,Activision,Toys for Bob,6.0,,1.11,1.11,2018.0
2119,Plants vs. Zombies,Strategy,E10,DS,PopCap Games,PopCap Games,8.1,,1.11,1.11,2011.0
2123,Castlevania: Lords of Shadow,Action,M,PS3,Konami,Mercury Steam,8.1,,1.11,1.11,2010.0
2129,Fantasy Life,Role-Playing,E10,3DS,Nintendo,Level 5/Brownie Brown,6.9,,1.11,,2014.0
2132,The Legend of Zelda: Twilight Princess HD,Action-Adventure,T,WiiU,Nintendo,Tantalus Interactive,8.4,,1.11,,2016.0
2133,Mafia III,Action-Adventure,M,XOne,2K Games,Hangar 13,6.8,,1.11,1.11,2016.0
2134,Red Dead Redemption: Undead Nightmare,Action,M,X360,Rockstar Games,Rockstar San Diego,10.0,,1.11,1.11,2010.0
2137,NCAA Football 13,Sports,E,X360,EA Sports,EA Tiburon,7.5,,1.11,1.11,2012.0
2138,Lumines: Puzzle Fusion,Puzzle,E10,PSP,Ubisoft,Q Entertainment,9.1,,1.11,1.11,2005.0
2141,LEGO Star Wars III: The Clone Wars,Action,E,DS,LucasArts,Traveller's Tales,6.3,,1.1,1.1,2011.0
2148,Chrono Trigger,Role-Playing,E10,DS,Square Enix,Square Enix,9.2,,1.1,,2008.0
2156,Ninja Gaiden Sigma,Action,M,PS3,Tecmo,Team Ninja,8.8,,1.1,,2007.0
2165,Sonic Free Riders,Racing,E,X360,Sega,O-TWO inc.,4.9,,1.1,1.1,2010.0
2166,FIFA 18,Sports,E,NS,EA Sports,EA Vancouver,5.8,9.1,1.1,1.1,2017.0
2167,GRID,Racing,E,PS3,Codemasters,Codemasters,8.6,,1.1,1.1,2008.0
2178,Guitar Hero 5,Misc,T,PS3,Activision,Neversoft Entertainment,8.8,,1.1,1.1,2009.0
2179,DJ Hero,Misc,T,X360,Activision,FreeStyleGames,8.4,,1.09,1.09,2009.0
2180,Untold Legends: Brotherhood of the Blade,Role-Playing,T,PSP,Sony Online Entertainment,Sony Online Entertainment,6.5,,1.09,1.09,2005.0
2184,Toy Story 3: The Video Game,Action,E10,PS3,Disney Interactive Studios,Avalanche Software,7.5,,1.09,1.09,2010.0
2192,Bully: Scholarship Edition,Action,T,X360,Rockstar Games,Rockstar Vancouver/Mad Doc Software,8.1,,1.09,1.09,2008.0
2193,Star Wars: The Force Unleashed,Action,T,PSP,LucasArts,Krome Studios,7.1,,1.09,1.09,2008.0
2198,Namco Museum Battle Collection,Misc,E10,PSP,Namco,Namco Tales Studio,7.9,,1.09,1.09,2005.0
2200,Skate 2,Sports,T,X360,Electronic Arts,EA Black Box,8.2,,1.09,1.09,2009.0
2204,Dante's Inferno,Action,M,PS3,Electronic Arts,Visceral Games,7.3,8.3,1.08,1.08,2010.0
2206,Virtua Fighter 5,Fighting,T,PS3,Sega,Sega-AM2,8.7,,1.08,1.08,2007.0
2207,Pro Evolution Soccer 2014,Sports,E,PS3,Konami Digital Entertainment,Konami,8.3,,1.08,1.08,2013.0
2209,The Simpsons Game,Platform,T,PSP,Electronic Arts,EA Redwood Shores,6.0,,1.08,1.08,2007.0
2212,Metroid Prime Hunters,Shooter,T,DS,Nintendo,Nintendo Software Technology Corporation,8.4,,1.08,,2006.0
2215,Grand Theft Auto: Chinatown Wars,Adventure,M,PSP,Rockstar Games,Rockstar Leeds,9.2,,1.08,1.08,2009.0
2218,FIFA Soccer 11,Sports,E,Wii,EA Sports,EA Canada,7.0,,1.08,1.08,2010.0
2219,LEGO Star Wars II: The Original Trilogy,Action,E,DS,LucasArts,Amaze Entertainment,4.9,,1.07,1.07,2006.0
2220,Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,T,X360,Capcom,Capcom,8.4,,1.07,1.07,2011.0
2223,The Biggest Loser,Sports,E,Wii,THQ,Blitz Games,7.7,,1.07,1.07,2009.0
2224,Prince of Persia,Adventure,T,PS3,Ubisoft,Ubisoft Montreal,8.3,8.2,1.07,1.07,2008.0
2227,Tiger Woods PGA Tour 10,Sports,E,Wii,EA Sports,EA Tiburon,9.0,,1.07,1.07,2009.0
2233,Tomb Raider: Underworld,Adventure,T,X360,Eidos Interactive,Crystal Dynamics,7.5,,1.07,1.07,2008.0
2236,Naruto: Ultimate Ninja Storm,Fighting,T,PS3,Namco Bandai,CyberConnect2,7.8,,1.07,1.07,2008.0
2238,World Tour Soccer,Sports,E,PSP,Sony Computer Entertainment,SCEE London Studio,7.0,,1.07,1.07,2005.0
2240,The Orange Box,Shooter,M,PS3,Electronic Arts,EA UK,8.7,,1.07,1.07,2007.0
2241,Spore Creatures,Simulation,E,DS,Electronic Arts,Foundation 9,7.2,,1.07,1.07,2008.0
2245,DiRT 3,Racing,T,PS3,Codemasters,Codemasters,9.0,,1.06,1.06,2011.0
2252,Endless Ocean,Adventure,E,Wii,Nintendo,Arika,6.8,,1.06,1.06,2008.0
2255,Sonic Generations,Platform,E,3DS,Sega,Sonic Team,6.3,,1.06,1.06,2011.0
2256,Nintendo Labo: Toy-Con 01 Variety Kit,Misc,E,NS,Nintendo,Nintendo EPD,7.7,,1.06,,2018.0
2257,Wario Land: Shake It!,Platform,E,Wii,Nintendo,Good-Feel,7.3,,1.06,,2008.0
2258,Aliens vs Predator,Shooter,M,X360,Sega,Rebellion Developments,6.0,,1.06,1.06,2010.0
2259,Warhawk,Shooter,T,PS3,Sony Computer Entertainment,Incognito Entertainment,8.4,,1.06,1.06,2007.0
2262,Darksiders,Action,M,X360,THQ,Vigil Games,7.8,,1.06,1.06,2010.0
2264,Mercenaries 2: World in Flames,Shooter,T,X360,Electronic Arts,Pandemic Studios,7.1,,1.06,1.06,2008.0
2266,Sega Superstars Tennis,Sports,E10,Wii,Sega,Sumo Digital,7.0,,1.06,1.06,2008.0
2267,Call of Duty 4: Modern Warfare,Shooter,T,DS,Activision,n-Space,7.3,,1.05,1.05,2007.0
2268,DiRT,Racing,E,PS3,Codemasters,Codemasters,8.3,,1.05,1.05,2007.0
2269,Resident Evil: The Darkside Chronicles,Shooter,M,Wii,Capcom,"Cavia, inc.",7.2,,1.05,1.05,2009.0
2273,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,Shooter,T,PSP,Sony Computer Entertainment,Zipper Interactive,8.2,,1.05,1.05,2006.0
2277,MySims Agents,Adventure,E,Wii,Electronic Arts,EA Redwood Shores,7.5,,1.05,1.05,2009.0
2281,Captain Toad: Treasure Tracker,Puzzle,E,NS,Nintendo,Nintendo EPD,8.1,,1.05,,2018.0
2294,Rocksmith 2014,Music,T,PS3,Ubisoft,Ubisoft San Francisco,9.1,,1.05,1.05,2013.0
2296,Sonic & SEGA All-Stars Racing,Racing,E,DS,Sega,Sumo Digital,8.3,,1.05,1.05,2010.0
2300,WWE SmackDown vs. Raw 2010,Fighting,T,X360,THQ,JAKKS Pacific,8.2,,1.04,1.04,2009.0
2301,Sleeping Dogs,Action-Adventure,M,PS3,Square Enix,United Front Games,8.1,,1.04,1.04,2012.0
2304,Aliens vs Predator,Shooter,M,PS3,Sega,Rebellion Developments,6.1,,1.04,1.04,2010.0
2314,WipEout Pure,Racing,E,PSP,Sony Computer Entertainment,Studio Liverpool,9.1,,1.04,1.04,2005.0
2315,LEGO Pirates of the Caribbean: The Video Game,Action,E10,X360,Disney Interactive Studios,Traveller's Tales,7.2,,1.04,1.04,2011.0
2319,MotorStorm: Arctic Edge,Racing,T,PSP,Sony Computer Entertainment,Bigbig Studios,7.7,,1.04,1.04,2009.0
2320,Brink,Shooter,T,X360,Bethesda Softworks,Splash Damage,6.8,,1.04,1.04,2011.0
2323,The Simpsons Game,Platform,T,X360,Electronic Arts,EA Redwood Shores,6.9,,1.04,1.04,2007.0
2324,Resident Evil VII: Biohazard,Action,M,XOne,Capcom,Capcom,7.9,,1.04,,2017.0
2325,LEGO Indiana Jones: The Original Adventures,Adventure,E10,PS3,LucasArts,Traveller's Tales,7.7,,1.03,1.03,2008.0
2338,Miitopia,Role-Playing,E,3DS,Nintendo,Nintendo EPD,6.6,,1.03,,2017.0
2340,Just Dance 2014,Music,E10,X360,Ubisoft,Ubisoft Paris,7.6,,1.03,1.03,2013.0
2341,Sonic Unleashed,Platform,E10,PS3,Sega,Sonic Team,5.3,,1.03,1.03,2008.0
2343,Dragon Ball Z: Budokai Tenkaichi 3,Fighting,T,Wii,Atari,Spike / Bandai Namco Games,7.5,8.6,1.03,1.03,2007.0
2345,Tiger Woods PGA Tour 08,Sports,E,Wii,Electronic Arts,EA Salt Lake,7.4,,1.02,1.02,2007.0
2352,Bulletstorm,Shooter,M,X360,Electronic Arts,People Can Fly,8.5,,1.02,1.02,2011.0
2357,Rock Band 2,Misc,T,Wii,MTV Games,Harmonix Music Systems,9.0,,1.02,1.02,2008.0
2367,Just Cause 3,Action-Adventure,M,XOne,Square Enix,Avalanche Studios,7.0,,1.01,1.01,2015.0
2368,F1 2012,Racing,E,PS3,Codemasters,Codemasters Birmingham,7.9,,1.01,1.01,2012.0
2369,EyePet,Simulation,E,PS3,Sony Computer Entertainment,SCEE London Studio,6.9,,1.01,1.01,2010.0
2371,Madden NFL 16,Sports,E,X360,EA Sports,EA Tiburon,8.0,,1.01,1.01,2015.0
2375,Mario & Luigi: Paper Jam,Role-Playing,E,3DS,Nintendo,AlphaDream Corporation,7.4,,1.01,,2016.0
2376,Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,T,PS3,Namco Bandai,CyberConnect2,7.3,,1.01,,2010.0
2379,Prince of Persia,Adventure,T,X360,Ubisoft,Ubisoft Montreal,8.2,6.0,1.01,1.01,2008.0
2382,NBA 2K10,Sports,E,X360,2K Sports,Visual Concepts,8.4,,1.01,1.01,2009.0
2385,Far Cry: Primal,Action-Adventure,M,XOne,Ubisoft,Ubisoft Montreal,7.8,,1.0,1.0,2016.0
2388,NERF N-Strike Elite,Shooter,E10,Wii,Electronic Arts,EA Salt Lake,7.5,,1.0,1.0,2009.0
2389,Rayman Origins,Platform,E10,PS3,Ubisoft,Ubisoft,8.5,,1.0,1.0,2011.0
2403,Final Fantasy Tactics: The War of the Lions,Role-Playing,T,PSP,Square Enix,Square Enix,8.9,,1.0,,2007.0
2405,Final Fantasy XII: Revenant Wings,Role-Playing,E10,DS,Square Enix,Square Enix / Think and Feel Inc.,8.2,,1.0,,2007.0
2411,Kingdom Hearts HD II.8 Final Chapter Prologue,Role-Playing,E10,PS4,Square Enix,Square-Enix,7.6,,1.0,,2017.0
2412,Knack,Platform,E10,PS4,Sony Computer Entertainment,SCE Japan Studio,8.4,,1.0,,2013.0
2416,MotorStorm: Pacific Rift,Racing,T,PS3,Sony Computer Entertainment,Evolution Studios,8.0,8.7,1.0,,2008.0
2418,Pokken Tournament,Fighting,E10,WiiU,Nintendo,Namco Bandai Games,7.6,,1.0,,2016.0
2424,The Last of Us Remastered,Action-Adventure,M,PS4,Sony Computer Entertainment,Naughty Dog,9.5,,1.0,,2014.0
2425,Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,T,X360,Ubisoft,Red Storm Entertainment / Ubisoft Paris,8.7,,1.0,,2007.0
2426,Valkyria Chronicles,Role-Playing,T,PS3,Sega,Sega WOW Overworks,8.4,9.8,1.0,,2008.0
2427,Viva Pinata,Simulation,E,X360,Microsoft Game Studios,Rare Ltd.,8.4,,1.0,,2006.0
2435,Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,M,X360,Ubisoft,Ubisoft Toronto,8.4,,1.0,1.0,2013.0
2441,NCAA Football 12,Sports,E,X360,EA Sports,EA Tiburon,7.8,,1.0,1.0,2011.0
2442,Ace Combat X: Skies of Deception,Simulation,T,PSP,Namco Bandai,Bandai Namco Games,7.6,,1.0,1.0,2006.0
2444,Haze,Shooter,M,PS3,Ubisoft,Free Radical Design,5.6,,0.99,0.99,2008.0
